timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-24T17:39:57,codecarbon,7655c726-5d90-46d2-a57e-f9f67cb2c8ec,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.687038400000006,2.0794466063833405e-05,4.436589651971569e-06,112.0,0.0,10.0,0.000145751228,0,1.2985154166666668e-05,0.0001587363821666,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T20:50:02,codecarbon,59779481-c283-4ca2-aa11-4d67124aef7d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.611999599999999,2.7107649001666627e-06,4.4293573070418135e-06,112.0,0.0,10.0,1.90084782222222e-05,0,1.6843836111111075e-06,2.0692861833333304e-05,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T20:50:09,codecarbon,3cc2a7df-3f24-4601-a4cf-9fe5e7f868f8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.7324461000000007,3.241798246499991e-06,4.425988815422716e-06,112.0,0.0,10.0,2.273070177777772e-05,0,2.015849722222216e-06,2.474655149999993e-05,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T20:50:43,codecarbon,9a4e1ae2-dac9-4eaf-a470-aa406ac673da,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,31.1852617,0.0001384106945042,4.438336796265454e-06,112.0,0.0,10.0,0.0009700143662222,0,8.655582083333331e-05,0.0010565701870555,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T20:52:06,codecarbon,62ea044c-fd2c-4953-af0b-39d243bb7305,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.7749757999999929,3.4332951745554976e-06,4.430196626211462e-06,112.0,0.0,10.0,2.4078979555555155e-05,0,2.1293805555555107e-06,2.6208360111110667e-05,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T20:52:16,codecarbon,21de43dd-1d8f-49b7-bf17-4e93ac32fbfa,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.959284700000012,3.08894616488334e-05,4.438597209399028e-06,112.0,0.0,10.0,0.000216481468,0,1.931594916666665e-05,0.0002357974171666,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T21:02:21,codecarbon,70434b27-56fd-4f8d-8a2d-42cc05548c5b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.484408600000052,1.546077789138907e-05,4.437131136511614e-06,112.0,0.0,10.0,0.0001083617111111,0,9.65949416666692e-06,0.0001180212052777,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T21:08:05,codecarbon,ab3e46b5-a51e-465d-b514-35586521054e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.947588199999928,1.7517958173777055e-05,4.437635661636991e-06,112.0,0.0,10.0,0.0001227858426666,0,1.093902888888844e-05,0.0001337248715555,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T21:11:45,codecarbon,976abc36-0341-4cf9-8113-87dd000f37e4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.00859330000003,1.7785498229277557e-05,4.436842777060328e-06,112.0,0.0,10.0,0.0001246585884444,0,1.1108573611111044e-05,0.0001357671620555,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
2025-04-24T21:13:21,codecarbon,dacc7844-8221-4be6-a37e-b90115f4c682,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.109501099999989,1.8232206599055905e-05,4.436598544542537e-06,112.0,0.0,10.0,0.0001277910293333,0,1.1386120277777917e-05,0.0001391771496111,Spain,ESP,,gcp,europe-southwest1,Windows-10-10.0.19045-SP0,3.9.19,3.0.0,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,,,15.391971588134766,machine,Y,1.0
